#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CXCL1	CSF1R	4446449	4436666	9606.ENSP00000379110	9606.ENSP00000286301	0	0	0	0	0.061	0	0	0.397	0.409
CTSS	HCLS1	4443237	4439338	9606.ENSP00000357981	9606.ENSP00000320176	0	0	0	0	0.368	0	0	0.104	0.409
TGFBR2	CTSK	4442197	4435989	9606.ENSP00000351905	9606.ENSP00000271651	0	0	0	0	0.125	0	0	0.352	0.409
CCNB2	RAC2	4436767	4434085	9606.ENSP00000288207	9606.ENSP00000249071	0	0	0	0	0.063	0.132	0	0.331	0.409
SERPINF1	TIMP1	4434379	4433052	9606.ENSP00000254722	9606.ENSP00000218388	0	0	0	0	0.061	0	0	0.397	0.409
NCF2	C3AR1	4442905	4437821	9606.ENSP00000356505	9606.ENSP00000302079	0	0	0	0	0.355	0	0	0.120	0.408
APOC1	CPVL	4450772	4447477	9606.ENSP00000465356	9606.ENSP00000387164	0	0	0	0	0.077	0	0	0.384	0.408
HMHA1	NCF4	4449915	4446646	9606.ENSP00000439601	9606.ENSP00000380334	0	0	0	0	0.097	0.269	0	0.175	0.408
CECR1	DAB2	4446952	4438856	9606.ENSP00000382731	9606.ENSP00000313391	0	0	0	0	0	0	0	0.408	0.408
CSF2RB	AQP9	4447068	4433107	9606.ENSP00000384053	9606.ENSP00000219919	0	0	0	0	0.340	0	0	0.140	0.408
IL7R	PPBP	4438199	4437223	9606.ENSP00000306157	9606.ENSP00000296028	0	0	0	0	0.078	0	0	0.385	0.408
IRF8	CYTIP	4435834	4435392	9606.ENSP00000268638	9606.ENSP00000264192	0	0	0	0	0.347	0	0	0.130	0.408
TNFRSF1B	FCGR2A	4444700	4435978	9606.ENSP00000365435	9606.ENSP00000271450	0	0	0	0	0.154	0	0	0.329	0.408
CD4	CD74	4432588	4432583	9606.ENSP00000011653	9606.ENSP00000009530	0	0	0	0	0.197	0	0	0.293	0.408
IL1B	CD4	4435241	4432588	9606.ENSP00000263341	9606.ENSP00000011653	0	0	0	0	0.099	0	0	0.370	0.408
TNFAIP3	RAB32	4451592	4442897	9606.ENSP00000481570	9606.ENSP00000356465	0	0	0	0	0.076	0	0	0.386	0.408
EZH2	NCAPH	4439336	4433774	9606.ENSP00000320147	9606.ENSP00000240423	0	0	0	0	0.334	0	0	0.147	0.408
PTX3	ICAM1	4437211	4435501	9606.ENSP00000295927	9606.ENSP00000264832	0	0	0	0	0.076	0	0	0.386	0.408
CHD7	EZH2	4447723	4439336	9606.ENSP00000392028	9606.ENSP00000320147	0	0	0	0	0.062	0.164	0	0.305	0.408
IL6	CTSC	4447254	4433384	9606.ENSP00000385675	9606.ENSP00000227266	0	0	0	0	0.061	0	0	0.396	0.408
RGS1	CCR5	4442888	4436956	9606.ENSP00000356429	9606.ENSP00000292303	0	0	0	0	0.280	0.050	0	0.204	0.408
STMN2	NCAN	4449495	4434234	9606.ENSP00000429243	9606.ENSP00000252575	0	0	0	0	0.372	0	0	0.096	0.408
CXCL2	MMP7	4449392	4434758	9606.ENSP00000427279	9606.ENSP00000260227	0	0	0	0	0.171	0	0	0.314	0.408
MNDA	CD74	4443045	4432583	9606.ENSP00000357123	9606.ENSP00000009530	0	0	0	0	0.334	0	0	0.148	0.408
CCL4	LY86	4451651	4445292	9606.ENSP00000482259	9606.ENSP00000369286	0	0	0	0	0.360	0	0	0.113	0.408
IGFBP3	COL3A1	4445494	4438049	9606.ENSP00000370473	9606.ENSP00000304408	0	0	0	0	0.227	0	0	0.266	0.408
SNAI2	IGFBP3	4446599	4445494	9606.ENSP00000380034	9606.ENSP00000370473	0	0	0	0	0.273	0	0	0.220	0.408
CD48	CSF1R	4451851	4436666	9606.ENSP00000484431	9606.ENSP00000286301	0	0	0	0	0.160	0	0	0.323	0.408
CXCL12	IGFBP4	4446453	4435901	9606.ENSP00000379140	9606.ENSP00000269593	0	0	0	0	0.213	0	0	0.278	0.408
COLEC12	COL1A2	4446989	4437383	9606.ENSP00000383115	9606.ENSP00000297268	0	0	0	0	0.379	0	0	0.085	0.408
FN1	MGP	4441661	4433441	9606.ENSP00000346839	9606.ENSP00000228938	0	0	0	0	0.090	0	0	0.376	0.408
COL6A2	LOX	4437672	4433517	9606.ENSP00000300527	9606.ENSP00000231004	0	0	0	0	0.231	0	0	0.262	0.408
SDC1	DKK1	4445506	4444299	9606.ENSP00000370542	9606.ENSP00000363081	0	0	0	0	0.140	0	0	0.340	0.408
COL5A2	OLFML3	4444466	4439512	9606.ENSP00000364000	9606.ENSP00000322273	0	0	0	0	0.270	0	0	0.222	0.408
CYBB	S100A9	4445083	4443166	9606.ENSP00000367851	9606.ENSP00000357727	0	0	0	0	0.350	0	0	0.126	0.408
FCGR3B	C1QA	4449681	4444428	9606.ENSP00000433642	9606.ENSP00000363773	0	0	0	0	0.281	0	0	0.210	0.408
FYB	LY86	4449385	4445292	9606.ENSP00000427114	9606.ENSP00000369286	0	0	0	0	0.407	0	0	0	0.407
IL32	CXCL1	4449620	4446449	9606.ENSP00000432218	9606.ENSP00000379110	0	0	0	0	0.076	0	0	0.385	0.407
NUSAP1	CDC7	4450429	4447780	9606.ENSP00000453403	9606.ENSP00000393139	0	0	0	0	0.386	0	0	0.073	0.407
SERPINB1	ANXA1	4445445	4444796	9606.ENSP00000370115	9606.ENSP00000366109	0	0	0	0	0.088	0	0	0.376	0.407
C1QA	CD53	4444428	4435973	9606.ENSP00000363773	9606.ENSP00000271324	0	0	0	0	0.242	0	0	0.250	0.407
C5AR1	LY96	4441697	4436604	9606.ENSP00000347197	9606.ENSP00000284818	0	0	0	0	0.090	0	0	0.375	0.407
ITGB2	RGS1	4446737	4442888	9606.ENSP00000380948	9606.ENSP00000356429	0	0	0	0	0.355	0	0	0.117	0.407
IFITM3	TRIM22	4446948	4445296	9606.ENSP00000382707	9606.ENSP00000369299	0	0	0	0	0.119	0	0	0.354	0.407
ALOX5AP	FPR1	4451430	4450996	9606.ENSP00000479870	9606.ENSP00000471493	0	0	0	0	0.331	0	0	0.151	0.407
CTSL	CCL2	4441511	4433339	9606.ENSP00000345344	9606.ENSP00000225831	0	0	0	0	0.158	0	0	0.325	0.407
NCF4	CD2	4446646	4443326	9606.ENSP00000380334	9606.ENSP00000358490	0	0	0	0	0.282	0	0	0.208	0.407
CD44	LUM	4448037	4435725	9606.ENSP00000398632	9606.ENSP00000266718	0	0	0	0	0.069	0	0	0.390	0.407
SNAI2	COL5A2	4446599	4444466	9606.ENSP00000380034	9606.ENSP00000364000	0	0	0	0	0.228	0	0	0.262	0.407
CTSS	EMR1	4443237	4438706	9606.ENSP00000357981	9606.ENSP00000311545	0	0	0	0	0.355	0	0	0.118	0.407
CLEC5A	TLR7	4450298	4445433	9606.ENSP00000449999	9606.ENSP00000370034	0	0	0	0	0.110	0.060	0	0.348	0.407
FYB	GIMAP4	4449385	4434451	9606.ENSP00000427114	9606.ENSP00000255945	0	0	0	0	0.364	0	0	0.107	0.407
HCK	CYTIP	4450141	4435392	9606.ENSP00000444986	9606.ENSP00000264192	0	0	0	0	0.302	0.185	0	0	0.407
LILRB1	RNASE2	4439032	4437950	9606.ENSP00000315997	9606.ENSP00000303276	0	0	0	0	0.125	0	0	0.351	0.407
CFH	SELL	4442881	4433660	9606.ENSP00000356399	9606.ENSP00000236147	0	0	0	0.574	0.053	0.379	0	0.116	0.407
NCF2	CD86	4442905	4440320	9606.ENSP00000356505	9606.ENSP00000332049	0	0	0	0	0.378	0	0	0.085	0.407
FPR1	NCF4	4450996	4446646	9606.ENSP00000471493	9606.ENSP00000380334	0	0	0	0	0.241	0	0	0.250	0.406
POSTN	MXRA5	4445267	4433031	9606.ENSP00000369071	9606.ENSP00000217939	0	0	0	0	0.351	0	0	0.122	0.406
CASP1	FCGR2A	4449658	4435978	9606.ENSP00000433138	9606.ENSP00000271450	0	0	0	0	0.175	0	0	0.310	0.406
CSF2RB	SRGN	4447068	4433821	9606.ENSP00000384053	9606.ENSP00000242465	0	0	0	0	0.397	0	0	0.055	0.406
IL4R	FCER1G	4446450	4436828	9606.ENSP00000379111	9606.ENSP00000289902	0	0	0	0	0.087	0	0	0.376	0.406
ALOX5AP	PTGER4	4451430	4437902	9606.ENSP00000479870	9606.ENSP00000302846	0	0	0	0	0.119	0	0	0.354	0.406
STMN2	DIRAS2	4449495	4444621	9606.ENSP00000429243	9606.ENSP00000364919	0	0	0	0	0.348	0	0	0.126	0.406
BCL2A1	TLR2	4435793	4434743	9606.ENSP00000267953	9606.ENSP00000260010	0	0	0	0	0.196	0	0	0.291	0.406
COL6A3	THBS1	4437161	4434771	9606.ENSP00000295550	9606.ENSP00000260356	0	0	0	0	0.172	0.064	0	0.295	0.406
SNAP91	ELAVL4	4448123	4441947	9606.ENSP00000400459	9606.ENSP00000349594	0	0	0	0	0.386	0	0	0.073	0.406
HCK	LILRB1	4450141	4439032	9606.ENSP00000444986	9606.ENSP00000315997	0	0	0	0	0.229	0.050	0	0.255	0.406
CHD7	SNAI2	4447723	4446599	9606.ENSP00000392028	9606.ENSP00000380034	0	0	0	0	0	0	0	0.406	0.406
OLIG2	DLL3	4440223	4432810	9606.ENSP00000331040	9606.ENSP00000205143	0	0	0	0	0.068	0	0	0.389	0.406
TLR2	RAC2	4434743	4434085	9606.ENSP00000260010	9606.ENSP00000249071	0	0	0	0	0.119	0.126	0	0.291	0.406
IL1R1	CXCL3	4447368	4437221	9606.ENSP00000386380	9606.ENSP00000296026	0	0	0	0	0.078	0	0	0.382	0.406
MMP9	BCL2A1	4443919	4435793	9606.ENSP00000361405	9606.ENSP00000267953	0	0	0	0	0.193	0	0	0.295	0.406
TAGLN3	IGFBP3	4446203	4445494	9606.ENSP00000377494	9606.ENSP00000370473	0	0	0	0	0	0	0	0.406	0.406
IGFBP3	COL18A1	4445494	4441742	9606.ENSP00000370473	9606.ENSP00000347665	0	0	0	0	0.136	0	0	0.340	0.406
CXCL1	LGALS3	4446449	4434352	9606.ENSP00000379110	9606.ENSP00000254301	0	0	0	0	0.107	0	0	0.362	0.406
LY86	ARHGDIB	4445292	4433442	9606.ENSP00000369286	9606.ENSP00000228945	0	0	0	0	0.406	0	0	0	0.406
TLR2	CXCL6	4434743	4433365	9606.ENSP00000260010	9606.ENSP00000226317	0	0	0	0	0.083	0	0	0.379	0.406
POSTN	COL18A1	4445267	4441742	9606.ENSP00000369071	9606.ENSP00000347665	0	0	0	0	0.115	0	0	0.356	0.406
APOC2	CKB	4450821	4437548	9606.ENSP00000466775	9606.ENSP00000299198	0	0	0	0	0.050	0	0	0.401	0.406
MYOF	CAV1	4442225	4440933	9606.ENSP00000352208	9606.ENSP00000339191	0	0	0	0	0.262	0	0	0.229	0.406
CSF2RB	CD74	4447068	4432583	9606.ENSP00000384053	9606.ENSP00000009530	0	0	0	0	0.361	0	0	0.109	0.406
FCGR3B	P2RY13	4449681	4439360	9606.ENSP00000433642	9606.ENSP00000320376	0	0	0	0	0.384	0	0	0.074	0.406
ACTA2	LUM	4448229	4435725	9606.ENSP00000402373	9606.ENSP00000266718	0	0	0	0	0.132	0.126	0	0.280	0.406
VSIG4	CD93	4444445	4433960	9606.ENSP00000363869	9606.ENSP00000246006	0	0	0	0	0.334	0	0	0.146	0.406
TWIST1	NID2	4433815	4432944	9606.ENSP00000242261	9606.ENSP00000216286	0	0	0	0	0.150	0	0	0.329	0.406
NOVA1	DPP6	4449884	4444940	9606.ENSP00000438875	9606.ENSP00000367001	0	0	0	0	0.291	0	0	0.197	0.406
PLAGL1	EZH2	4442389	4439336	9606.ENSP00000353734	9606.ENSP00000320147	0	0	0	0	0.051	0.164	0	0.312	0.406
MGP	COL1A1	4433441	4433346	9606.ENSP00000228938	9606.ENSP00000225964	0	0	0	0	0.116	0	0	0.356	0.406
FMOD	FBLN5	4441683	4441481	9606.ENSP00000347041	9606.ENSP00000345008	0	0	0	0	0.181	0.051	0	0.297	0.406
EZH2	RBMS1	4439336	4437099	9606.ENSP00000320147	9606.ENSP00000294904	0	0	0	0	0	0	0	0.405	0.405
TYROBP	CORO1A	4435115	4433064	9606.ENSP00000262629	9606.ENSP00000219150	0	0	0	0	0.405	0	0	0	0.405
EMR1	FCER1G	4438706	4436828	9606.ENSP00000311545	9606.ENSP00000289902	0	0	0	0	0.142	0	0	0.335	0.405
KIF5C	ASTN1	4447796	4442486	9606.ENSP00000393379	9606.ENSP00000354536	0	0	0	0	0.360	0	0	0.108	0.405
FMOD	COL6A2	4441683	4437672	9606.ENSP00000347041	9606.ENSP00000300527	0	0	0	0	0.174	0.082	0	0.279	0.405
HAMP	STEAP1	4451011	4437378	9606.ENSP00000471894	9606.ENSP00000297205	0	0	0	0	0	0	0	0.405	0.405
CTSS	CLEC7A	4443237	4437867	9606.ENSP00000357981	9606.ENSP00000302569	0	0	0	0	0.287	0	0	0.200	0.405
STAB1	CCR5	4438828	4436956	9606.ENSP00000312946	9606.ENSP00000292303	0	0	0	0	0.294	0	0	0.193	0.405
CD44	PI3	4448037	4433871	9606.ENSP00000398632	9606.ENSP00000243924	0	0	0	0	0.065	0	0	0.390	0.405
CTSK	IRF8	4435989	4435834	9606.ENSP00000271651	9606.ENSP00000268638	0	0	0	0	0	0	0	0.405	0.405
CAPG	ARHGDIB	4435330	4433442	9606.ENSP00000263867	9606.ENSP00000228945	0	0	0	0	0.256	0	0	0.233	0.405
CCL4	FN1	4451651	4441661	9606.ENSP00000482259	9606.ENSP00000346839	0	0	0	0	0	0	0	0.405	0.405
FN1	ERBB3	4441661	4435741	9606.ENSP00000346839	9606.ENSP00000267101	0	0	0	0	0	0	0	0.405	0.405
SASH3	RNASE6	4441918	4437818	9606.ENSP00000349359	9606.ENSP00000302046	0	0	0	0	0.391	0	0	0.062	0.404
TNFRSF1B	CD2	4444700	4443326	9606.ENSP00000365435	9606.ENSP00000358490	0	0	0	0	0.152	0	0	0.327	0.404
S100A9	PPBP	4443166	4437223	9606.ENSP00000357727	9606.ENSP00000296028	0	0	0	0	0.343	0	0	0.129	0.404
FAS	CCL2	4441783	4433339	9606.ENSP00000347979	9606.ENSP00000225831	0	0	0	0	0.051	0	0	0.398	0.404
CCL4	CD4	4451651	4432588	9606.ENSP00000482259	9606.ENSP00000011653	0	0	0	0	0.172	0	0	0.310	0.404
TAGLN	SERPINE1	4449622	4433266	9606.ENSP00000432282	9606.ENSP00000223095	0	0	0	0	0.109	0	0	0.358	0.404
KIF5C	TAGLN3	4447796	4446203	9606.ENSP00000393379	9606.ENSP00000377494	0	0	0	0	0.346	0	0	0.124	0.404
LY86	GPR183	4445292	4444726	9606.ENSP00000369286	9606.ENSP00000365596	0	0	0	0	0.404	0	0	0	0.404
GRIA2	SCG3	4437302	4433115	9606.ENSP00000296526	9606.ENSP00000220478	0	0	0	0	0.359	0	0	0.107	0.404
ISLR	COL1A1	4434109	4433346	9606.ENSP00000249842	9606.ENSP00000225964	0	0	0	0	0.348	0.082	0	0.084	0.404
FBN1	SERPINE1	4439770	4433266	9606.ENSP00000325527	9606.ENSP00000223095	0	0	0	0	0.154	0	0	0.324	0.404
COL18A1	MMP1	4441742	4439553	9606.ENSP00000347665	9606.ENSP00000322788	0	0	0	0	0.084	0	0	0.376	0.404
MS4A6A	C3AR1	4447767	4437821	9606.ENSP00000392770	9606.ENSP00000302079	0	0	0	0	0.329	0	0	0.148	0.404
CCL2	CD4	4433339	4432588	9606.ENSP00000225831	9606.ENSP00000011653	0	0	0	0	0.188	0	0	0.297	0.404
GIMAP6	FGR	4451401	4444303	9606.ENSP00000479580	9606.ENSP00000363117	0	0	0	0	0.404	0	0	0	0.404
TAGLN3	THBD	4446203	4444829	9606.ENSP00000377494	9606.ENSP00000366307	0	0	0	0	0	0	0	0.404	0.404
IL1R1	CXCL12	4447368	4446453	9606.ENSP00000386380	9606.ENSP00000379140	0	0	0	0	0.071	0	0	0.385	0.404
LY86	CORO1A	4445292	4433064	9606.ENSP00000369286	9606.ENSP00000219150	0	0	0	0	0.364	0	0	0.101	0.404
BCL2A1	IER3	4435793	4434731	9606.ENSP00000267953	9606.ENSP00000259874	0	0	0	0	0.069	0	0	0.386	0.404
ELAVL4	DCX	4441947	4440812	9606.ENSP00000349594	9606.ENSP00000337697	0	0	0	0	0.169	0	0	0.311	0.404
PTX3	VCAM1	4437211	4437090	9606.ENSP00000295927	9606.ENSP00000294728	0	0	0	0	0.086	0	0	0.375	0.404
NNMT	CAV1	4449990	4440933	9606.ENSP00000441434	9606.ENSP00000339191	0	0	0	0	0.299	0	0	0.185	0.404
FSTL1	LOX	4437169	4433517	9606.ENSP00000295633	9606.ENSP00000231004	0	0	0	0	0.351	0	0	0.118	0.404
CYBB	NCKAP1L	4445083	4437010	9606.ENSP00000367851	9606.ENSP00000293373	0	0	0	0	0.354	0	0	0.116	0.404
MX2	BACE2	4440471	4440415	9606.ENSP00000333657	9606.ENSP00000332979	0	0	0	0	0.062	0.162	0	0.301	0.403
FN1	CSF1R	4441661	4436666	9606.ENSP00000346839	9606.ENSP00000286301	0	0	0	0	0.062	0	0	0.390	0.403
COPZ2	COL6A2	4451516	4437672	9606.ENSP00000480707	9606.ENSP00000300527	0	0	0	0	0.166	0	0	0.314	0.403
CD14	TREM1	4438033	4433908	9606.ENSP00000304236	9606.ENSP00000244709	0	0	0	0	0.343	0	0	0.127	0.403
CD44	CD53	4448037	4435973	9606.ENSP00000398632	9606.ENSP00000271324	0	0	0	0	0.062	0	0	0.390	0.403
GPNMB	CTSK	4445632	4435989	9606.ENSP00000371420	9606.ENSP00000271651	0	0	0	0	0.159	0	0	0.319	0.403
S100A9	CCR1	4443166	4437243	9606.ENSP00000357727	9606.ENSP00000296140	0	0	0	0	0.347	0	0	0.123	0.403
VCAM1	C3	4437090	4433951	9606.ENSP00000294728	9606.ENSP00000245907	0	0	0	0	0.088	0	0	0.373	0.403
CD86	CLEC2B	4440320	4433411	9606.ENSP00000332049	9606.ENSP00000228438	0	0	0	0	0.106	0	0	0.360	0.403
CFI	EFEMP1	4446295	4446285	9606.ENSP00000378130	9606.ENSP00000378058	0	0	0	0	0	0	0	0.403	0.403
LCP1	SAMSN1	4446831	4436640	9606.ENSP00000381581	9606.ENSP00000285670	0	0	0	0	0.403	0	0	0	0.403
EMR1	CCR5	4438706	4436956	9606.ENSP00000311545	9606.ENSP00000292303	0	0	0	0	0.082	0	0	0.377	0.403
MMP1	IL18	4439553	4436375	9606.ENSP00000322788	9606.ENSP00000280357	0	0	0	0	0	0	0	0.403	0.403
PTPN6	CORO1A	4447701	4433064	9606.ENSP00000391592	9606.ENSP00000219150	0	0	0	0	0.295	0	0	0.187	0.403
HCK	TLR7	4450141	4445433	9606.ENSP00000444986	9606.ENSP00000370034	0	0	0	0	0.172	0.123	0	0.244	0.403
NPC2	CTSS	4450343	4443237	9606.ENSP00000451112	9606.ENSP00000357981	0	0	0	0	0.140	0	0	0.334	0.403
PLCG2	CD36	4451677	4448068	9606.ENSP00000482457	9606.ENSP00000399421	0	0	0	0	0	0	0	0.403	0.403
FCGR2A	LCP2	4435978	4432628	9606.ENSP00000271450	9606.ENSP00000046794	0	0	0	0	0.296	0	0	0.187	0.403
PRF1	CD33	4448031	4435042	9606.ENSP00000398568	9606.ENSP00000262262	0	0	0	0	0.088	0	0	0.373	0.403
MS4A6A	CD86	4447767	4440320	9606.ENSP00000392770	9606.ENSP00000332049	0	0	0	0	0.403	0	0	0	0.403
CDC7	NCAPH	4447780	4433774	9606.ENSP00000393139	9606.ENSP00000240423	0	0	0	0	0.378	0	0	0.080	0.403
CD48	RAC2	4451851	4434085	9606.ENSP00000484431	9606.ENSP00000249071	0	0	0	0	0.350	0	0	0.119	0.403
CCL4	ALOX5AP	4451651	4451430	9606.ENSP00000482259	9606.ENSP00000479870	0	0	0	0	0.376	0	0	0.083	0.403
CYBB	HCLS1	4445083	4439338	9606.ENSP00000367851	9606.ENSP00000320176	0	0	0	0	0.403	0	0	0	0.403
RGS1	IL10RA	4442888	4433397	9606.ENSP00000356429	9606.ENSP00000227752	0	0	0	0	0.351	0	0	0.119	0.403
LY86	CD4	4445292	4432588	9606.ENSP00000369286	9606.ENSP00000011653	0	0	0	0	0.314	0	0	0.165	0.403
GPR17	CD44	4450063	4448037	9606.ENSP00000442982	9606.ENSP00000398632	0	0	0	0	0	0	0	0.403	0.403
LILRB2	SELL	4445945	4433660	9606.ENSP00000375629	9606.ENSP00000236147	0	0	0	0	0.336	0	0	0.139	0.403
MAFB	CCL2	4444159	4433339	9606.ENSP00000362410	9606.ENSP00000225831	0	0	0	0	0.069	0.313	0	0.143	0.403
FPR1	CYBB	4450996	4445083	9606.ENSP00000471493	9606.ENSP00000367851	0	0	0	0	0.171	0	0	0.310	0.403
NCKAP1L	BIN2	4437010	4435736	9606.ENSP00000293373	9606.ENSP00000267012	0	0	0	0	0.403	0	0	0	0.403
FYB	CD86	4449385	4440320	9606.ENSP00000427114	9606.ENSP00000332049	0	0	0	0	0.356	0	0	0.111	0.403
CD86	LAPTM5	4440320	4437079	9606.ENSP00000332049	9606.ENSP00000294507	0	0	0	0	0.403	0	0	0.041	0.403
SLA	SASH3	4447831	4441918	9606.ENSP00000394049	9606.ENSP00000349359	0	0	0	0	0.402	0	0	0	0.402
PCOLCE	DCN	4433264	4432629	9606.ENSP00000223061	9606.ENSP00000052754	0	0	0	0	0.190	0	0	0.292	0.402
NCKAP1L	TYROBP	4437010	4435115	9606.ENSP00000293373	9606.ENSP00000262629	0	0	0	0	0.350	0	0	0.117	0.402
GBP1	CXCL8	4443543	4438229	9606.ENSP00000359504	9606.ENSP00000306512	0	0	0	0	0.146	0	0	0.328	0.402
FN1	EDNRA	4441661	4438963	9606.ENSP00000346839	9606.ENSP00000315011	0	0	0	0	0.185	0	0	0.297	0.402
CEBPA	LTF	4449403	4433548	9606.ENSP00000427514	9606.ENSP00000231751	0	0	0	0	0.097	0.305	0	0.124	0.402
GZMA	TNFSF10	4436124	4433796	9606.ENSP00000274306	9606.ENSP00000241261	0	0	0	0	0.153	0	0	0.324	0.402
CD86	FOLR2	4440320	4437467	9606.ENSP00000332049	9606.ENSP00000298223	0	0	0	0	0.358	0	0	0.106	0.402
FPR1	IL1R2	4450996	4440220	9606.ENSP00000471493	9606.ENSP00000330959	0	0	0	0	0.169	0	0	0.310	0.402
AIF1	SASH3	4444670	4441918	9606.ENSP00000365227	9606.ENSP00000349359	0	0	0	0	0.401	0	0	0.043	0.402
BIN2	RAC2	4435736	4434085	9606.ENSP00000267012	9606.ENSP00000249071	0	0	0	0	0.306	0.131	0	0.089	0.402
S100A8	HP	4443164	4441808	9606.ENSP00000357722	9606.ENSP00000348170	0	0	0	0	0.081	0	0	0.375	0.402
ACP5	SLPI	4450887	4441219	9606.ENSP00000468767	9606.ENSP00000342082	0	0	0	0	0	0	0	0.402	0.402
LY96	IL18	4436604	4436375	9606.ENSP00000284818	9606.ENSP00000280357	0	0	0	0	0.064	0	0	0.388	0.402
FOLR2	LYVE1	4437467	4434461	9606.ENSP00000298223	9606.ENSP00000256178	0	0	0	0	0.302	0	0	0.177	0.402
PTGS2	LIF	4442894	4434086	9606.ENSP00000356438	9606.ENSP00000249075	0	0	0	0	0.117	0	0	0.350	0.402
SYK	IL10RA	4444619	4433397	9606.ENSP00000364907	9606.ENSP00000227752	0	0	0	0	0.287	0	0	0.196	0.402
TNFAIP3	RGS1	4451592	4442888	9606.ENSP00000481570	9606.ENSP00000356429	0	0	0	0	0.187	0	0	0.295	0.402
SNAI2	COL4A1	4446599	4444632	9606.ENSP00000380034	9606.ENSP00000364979	0	0	0	0	0.276	0	0	0.208	0.402
TRIM22	CXCL10	4445296	4438146	9606.ENSP00000369299	9606.ENSP00000305651	0	0	0	0	0.260	0	0	0.226	0.402
EFEMP1	MGP	4446285	4433441	9606.ENSP00000378058	9606.ENSP00000228938	0	0	0	0	0.195	0	0	0.287	0.402
TLR1	IL1R2	4442576	4440220	9606.ENSP00000354932	9606.ENSP00000330959	0	0	0	0	0.169	0	0	0.311	0.402
CD86	C1QB	4440320	4438900	9606.ENSP00000332049	9606.ENSP00000313967	0	0	0	0	0.318	0	0	0.159	0.402
HCK	PI3	4450141	4433871	9606.ENSP00000444986	9606.ENSP00000243924	0	0	0	0	0.060	0	0	0.390	0.402
TLR5	TLR7	4449957	4445433	9606.ENSP00000440643	9606.ENSP00000370034	0	0	0	0.607	0.078	0	0	0.899	0.402
FGR	CLEC2B	4444303	4433411	9606.ENSP00000363117	9606.ENSP00000228438	0	0	0	0	0.111	0.063	0	0.340	0.402
IL1R1	IL13RA1	4447368	4443793	9606.ENSP00000386380	9606.ENSP00000360730	0	0	0	0	0.106	0	0	0.358	0.402
COL5A2	STEAP1	4444466	4437378	9606.ENSP00000364000	9606.ENSP00000297205	0	0	0	0	0.091	0	0	0.369	0.402
CCR1	LAPTM5	4437243	4437079	9606.ENSP00000296140	9606.ENSP00000294507	0	0	0	0	0.402	0	0	0	0.402
CD44	CD93	4448037	4433960	9606.ENSP00000398632	9606.ENSP00000246006	0	0	0	0	0.061	0	0	0.388	0.401
NCF2	FCER1G	4442905	4436828	9606.ENSP00000356505	9606.ENSP00000289902	0	0	0	0	0.340	0	0	0.130	0.401
C5AR1	PLEK	4441697	4433624	9606.ENSP00000347197	9606.ENSP00000234313	0	0	0	0	0.396	0	0	0.048	0.401
S100A10	CD55	4443194	4442798	9606.ENSP00000357801	9606.ENSP00000356030	0	0	0	0	0.058	0.387	0	0.046	0.401
CD37	IL10RA	4439789	4433397	9606.ENSP00000325708	9606.ENSP00000227752	0	0	0	0	0.308	0	0	0.169	0.401
HMHA1	ARPC1B	4449915	4447620	9606.ENSP00000439601	9606.ENSP00000389631	0	0	0	0	0.388	0	0	0.061	0.401
SERPINA1	CLIC1	4448813	4444623	9606.ENSP00000416066	9606.ENSP00000364935	0	0	0	0	0.063	0	0	0.387	0.401
PTPRC	LOX	4448605	4433517	9606.ENSP00000411355	9606.ENSP00000231004	0	0	0	0	0	0	0	0.401	0.401
CFH	FN1	4442881	4441661	9606.ENSP00000356399	9606.ENSP00000346839	0	0	0	0	0.098	0	0	0.363	0.401
ITGB2	CXCL1	4446737	4446449	9606.ENSP00000380948	9606.ENSP00000379110	0	0	0	0	0.061	0	0	0.389	0.401
SYK	CD74	4444619	4432583	9606.ENSP00000364907	9606.ENSP00000009530	0	0	0	0	0.171	0.062	0	0.292	0.401
CD2	PLEK	4443326	4433624	9606.ENSP00000358490	9606.ENSP00000234313	0	0	0	0	0.333	0	0	0.139	0.401
OLFML2B	THBS2	4442988	4442741	9606.ENSP00000356917	9606.ENSP00000355751	0	0	0	0	0.158	0	0	0.318	0.401
SERPINB1	CD86	4445445	4440320	9606.ENSP00000370115	9606.ENSP00000332049	0	0	0	0	0.075	0	0	0.379	0.401
PHF11	CXCL8	4445037	4438229	9606.ENSP00000367570	9606.ENSP00000306512	0	0	0	0	0	0	0	0.401	0.401
FCGR1A	C3	4443273	4433951	9606.ENSP00000358165	9606.ENSP00000245907	0	0	0	0	0.062	0	0	0.388	0.401
VAMP8	RAC2	4435329	4434085	9606.ENSP00000263864	9606.ENSP00000249071	0	0	0	0	0.152	0.185	0	0.203	0.401
NCF4	VAMP8	4446646	4435329	9606.ENSP00000380334	9606.ENSP00000263864	0	0	0	0	0.102	0.180	0	0.251	0.401
SRPX2	FN1	4444076	4441661	9606.ENSP00000362095	9606.ENSP00000346839	0	0	0	0	0.272	0	0	0.212	0.401
TAGLN	MMP9	4449622	4443919	9606.ENSP00000432282	9606.ENSP00000361405	0	0	0	0	0.061	0	0	0.389	0.401
